REG_DT,DTIN_NM,STTS_CD,FRST_WRT_YR,STATS_VL,WRTR_TELNO,RGTR_ID,WRT_DEPT_NM,ORGNL_PATH_CN,DTA_UNIT_NM,RW_STATS_ID,YR,MDFR_ID,DONG_CD,MDFCN_DT
0015/07/22 00:00:00,고령인구수,ST02,2007,43092,02-2100-3128,admin,"자치행정과, 정보통신담당관실",지역통계>주제별>인구·가구>주민등록인구통계>동읍면/5세별주민등록인구,인,STTS000111,2007,admin,4117000000,0016/01/29 00:00:00
0015/07/22 00:00:00,고령인구수,ST02,2007,55799,02-2100-3128,admin,"자치행정과, 정보통신담당관실",지역통계>주제별>인구·가구>주민등록인구통계>동읍면/5세별주민등록인구,인,STTS000111,2007,admin,4119000000,0016/01/29 00:00:00
0015/07/22 00:00:00,고령인구수,ST02,2007,23546,02-2100-3128,admin,"자치행정과, 정보통신담당관실",지역통계>주제별>인구·가구>주민등록인구통계>동읍면/5세별주민등록인구,인,STTS000111,2007,admin,4121000000,0016/01/29 00:00:00
0015/07/22 00:00:00,고령인구수,ST02,2007,36928,02-2100-3128,admin,"자치행정과, 정보통신담당관실",지역통계>주제별>인구·가구>주민등록인구통계>동읍면/5세별주민등록인구,인,STTS000111,2007,admin,4122000000,0016/01/29 00:00:00
0015/07/22 00:00:00,고령인구수,ST02,2007,10352,02-2100-3128,admin,"자치행정과, 정보통신담당관실",지역통계>주제별>인구·가구>주민등록인구통계>동읍면/5세별주민등록인구,인,STTS000111,2007,admin,4125000000,0016/01/29 00:00:00
0015/07/22 00:00:00,고령인구수,ST02,2007,39525,02-2100-3128,admin,"자치행정과, 정보통신담당관실",지역통계>주제별>인구·가구>주민등록인구통계>동읍면/5세별주민등록인구,인,STTS000111,2007,admin,4127000000,0016/01/29 00:00:00
0015/07/22 00:00:00,고령인구수,ST02,2007,75203,02-2100-3128,admin,"자치행정과, 정보통신담당관실",지역통계>주제별>인구·가구>주민등록인구통계>동읍면/5세별주민등록인구,인,STTS000111,2007,admin,4128000000,0016/01/29 00:00:00
0015/07/22 00:00:00,고령인구수,ST02,2007,5390,02-2100-3128,admin,"자치행정과, 정보통신담당관실",지역통계>주제별>인구·가구>주민등록인구통계>동읍면/5세별주민등록인구,인,STTS000111,2007,admin,4129000000,0016/01/29 00:00:00
0015/07/22 00:00:00,고령인구수,ST02,2007,13655,02-2100-3128,admin,"자치행정과, 정보통신담당관실",지역통계>주제별>인구·가구>주민등록인구통계>동읍면/5세별주민등록인구,인,STTS000111,2007,admin,4131000000,0016/01/29 00:00:00
0015/07/22 00:00:00,고령인구수,ST02,2007,41305,02-2100-3128,admin,"자치행정과, 정보통신담당관실",지역통계>주제별>인구·가구>주민등록인구통계>동읍면/5세별주민등록인구,인,STTS000111,2007,admin,4136000000,0016/01/29 00:00:00
0015/07/22 00:00:00,고령인구수,ST02,2007,8071,02-2100-3128,admin,"자치행정과, 정보통신담당관실",지역통계>주제별>인구·가구>주민등록인구통계>동읍면/5세별주민등록인구,인,STTS000111,2007,admin,4137000000,0016/01/29 00:00:00
0015/07/22 00:00:00,고령인구수,ST02,2007,21800,02-2100-3128,admin,"자치행정과, 정보통신담당관실",지역통계>주제별>인구·가구>주민등록인구통계>동읍면/5세별주민등록인구,인,STTS000111,2007,admin,4139000000,0016/01/29 00:00:00
0015/07/22 00:00:00,고령인구수,ST02,2007,19235,02-2100-3128,admin,"자치행정과, 정보통신담당관실",지역통계>주제별>인구·가구>주민등록인구통계>동읍면/5세별주민등록인구,인,STTS000111,2007,admin,4141000000,0016/01/29 00:00:00
0015/07/22 00:00:00,고령인구수,ST02,2007,10298,02-2100-3128,admin,"자치행정과, 정보통신담당관실",지역통계>주제별>인구·가구>주민등록인구통계>동읍면/5세별주민등록인구,인,STTS000111,2007,admin,4143000000,0016/01/29 00:00:00
0015/07/22 00:00:00,고령인구수,ST02,2007,11213,02-2100-3128,admin,"자치행정과, 정보통신담당관실",지역통계>주제별>인구·가구>주민등록인구통계>동읍면/5세별주민등록인구,인,STTS000111,2007,admin,4145000000,0016/01/29 00:00:00
0015/07/22 00:00:00,고령인구수,ST02,2007,61614,02-2100-3128,admin,"자치행정과, 정보통신담당관실",지역통계>주제별>인구·가구>주민등록인구통계>동읍면/5세별주민등록인구,인,STTS000111,2007,admin,4146000000,0016/01/29 00:00:00
0015/07/22 00:00:00,고령인구수,ST02,2007,32295,02-2100-3128,admin,"자치행정과, 정보통신담당관실",지역통계>주제별>인구·가구>주민등록인구통계>동읍면/5세별주민등록인구,인,STTS000111,2007,admin,4148000000,0016/01/29 00:00:00
