YR,DONG_CD,STATS_VL
2008,4111000000,69005.0
2008,4113000000,74186.0
2008,4115000000,37926.0
2008,4117000000,44803.0
2008,4119000000,58350.0
2008,4121000000,24435.0
2008,4122000000,38541.0
2008,4125000000,10971.0
2008,4127000000,41683.0
2008,4128000000,79565.0
2008,4129000000,6040.0
2008,4131000000,14312.0
2008,4136000000,44113.0
2008,4137000000,8574.0
2008,4139000000,22835.0
2008,4141000000,20116.0
2008,4143000000,10738.0
2008,4145000000,12217.0
2008,4146000000,66083.0
2008,4148000000,33940.0
2008,4150000000,19208.0
2008,4155000000,20368.0
2008,4157000000,21090.0
2008,4159000000,34605.0
2008,4161000000,19767.0
2008,4163000000,17244.0
2008,4165000000,19079.0
2008,4173000000,15334.0
2008,4180000000,8214.0
2008,4182000000,10194.0
2008,4183000000,16096.0
2008,4200000000,209922.0
2008,4211000000,32406.0
2008,4213000000,32324.0
2008,4215000000,28670.0
2008,4217000000,11595.0
2008,4219000000,6632.0
2008,4221000000,9853.0
2008,4223000000,12125.0
2008,4272000000,12514.0
2008,4273000000,9030.0
2008,4275000000,8333.0
2008,4276000000,7959.0
2008,4277000000,7269.0
2008,4278000000,7301.0
2008,4279000000,4122.0
2008,4280000000,3515.0
2008,4281000000,4861.0
2008,4282000000,5873.0
2008,4283000000,5540.0
2008,4300000000,192542.0
2008,4311000000,48337.0
2008,4313000000,28263.0
2008,4315000000,19051.0
2008,4371000000,21095.0
2008,4372000000,9291.0
2008,4373000000,11214.0
2008,4374000000,11817.0
2008,4374500000,4041.0
2008,4375000000,9151.0
2008,4376000000,9967.0
2008,4377000000,13590.0
2008,4380000000,6725.0
2008,4400000000,293688.0
2008,4413000000,40913.0
2008,4415000000,21676.0
2008,4418000000,18408.0
2008,4420000000,25659.0
2008,4421000000,21770.0
2008,4423000000,23883.0
2008,4425000000,2772.0
2008,4471000000,12642.0
2008,4473000000,12784.0
2008,4476000000,18377.0
2008,4477000000,15288.0
2008,4479000000,9043.0
2008,4480000000,17345.0
2008,4481000000,18575.0
2008,4482500000,12784.0
2008,4483000000,21769.0
2008,4500000000,272231.0
2008,4511000000,57338.0
2008,4513000000,31425.0
2008,4514000000,37501.0
2008,4518000000,24245.0
2008,4519000000,17773.0
2008,4521000000,21616.0
2008,4571000000,14922.0
2008,4572000000,7292.0
2008,4573000000,6652.0
2008,4574000000,6274.0
2008,4575000000,8752.0
2008,4577000000,8473.0
2008,4579000000,15596.0
2008,4580000000,14372.0
2008,4600000000,338407.0
2008,4611000000,22783.0
2008,4613000000,34637.0
2008,4615000000,29878.0
2008,4617000000,20714.0
2008,4623000000,13033.0
2008,4671000000,11576.0
2008,4672000000,9127.0
2008,4673000000,7271.0
2008,4677000000,23458.0
2008,4678000000,14298.0
2008,4679000000,13691.0
2008,4680000000,11662.0
2008,4681000000,10855.0
2008,4682000000,19634.0
2008,4683000000,12185.0
2008,4684000000,13438.0
2008,4686000000,10569.0
2008,4687000000,12925.0
2008,4688000000,10900.0
2008,4689000000,13806.0
2008,4690000000,9360.0
2008,4691000000,12607.0
2008,4700000000,402469.0
2008,4711000000,47404.0
2008,4713000000,39288.0
2008,4715000000,23778.0
2008,4717000000,29309.0
2008,4719000000,23561.0
2008,4721000000,20381.0
2008,4723000000,21018.0
2008,4725000000,24564.0
2008,4728000000,16361.0
2008,4729000000,25892.0
2008,4772000000,7735.0
2008,4773000000,18380.0
2008,4775000000,7417.0
2008,4776000000,5462.0
2008,4777000000,11718.0
2008,4782000000,12320.0
2008,4783000000,7655.0
2008,4784000000,10491.0
2008,4785000000,12662.0
2008,4790000000,13869.0
2008,4792000000,9560.0
2008,4793000000,11876.0
2008,4794000000,1768.0
2008,4800000000,366471.0
2008,4812000000,81692.0
2008,4817000000,36250.0
2008,4822000000,15665.0
2008,4824000000,16950.0
2008,4825000000,32630.0
2008,4827000000,20735.0
2008,4831000000,15784.0
2008,4833000000,19969.0
2008,4872000000,9141.0
2008,4873000000,11751.0
2008,4874000000,14653.0
2008,4882000000,12727.0
2008,4884000000,14913.0
2008,4885000000,13074.0
2008,4886000000,10084.0
2008,4887000000,10973.0
2008,4888000000,13697.0
2008,4889000000,15783.0
2008,5000000000,64191.0
2008,5011000000,41950.0
2008,5013000000,22241.0
